game_id,n_rows,a1,a2,a3,a4,a5,w1,w2,avg_loss_sigma,avg_loss_combined
0,26,0.300684,0.149176,0.199089,0.200601,0.15045,0.598726,0.401274,0.143247,0.187047
1,30,0.301848,0.147467,0.197818,0.201515,0.151353,0.598569,0.401431,0.15426,0.126987
2,26,0.303221,0.146331,0.196467,0.202151,0.15183,0.597348,0.402652,0.136163,0.170286
3,32,0.302764,0.146178,0.197199,0.202081,0.151778,0.596462,0.403538,0.114813,0.135847
4,32,0.303993,0.144721,0.19631,0.202719,0.152257,0.595983,0.404017,0.138141,0.134705
5,26,0.304587,0.143756,0.195989,0.203115,0.152554,0.595198,0.404802,0.133487,0.148105
6,30,0.305728,0.142517,0.195094,0.203682,0.15298,0.59476,0.40524,0.136527,0.129945
7,24,0.306493,0.141127,0.195282,0.203931,0.153167,0.593362,0.406638,0.128077,0.173575
8,26,0.306259,0.141305,0.194817,0.204228,0.153391,0.592138,0.407862,0.131605,0.16801
9,24,0.30726,0.140321,0.193821,0.204787,0.15381,0.591993,0.408007,0.136071,0.099222
10,32,0.308406,0.138239,0.192919,0.205615,0.154821,0.591883,0.408117,0.144548,0.11952
11,30,0.309749,0.136544,0.191889,0.206404,0.155415,0.591697,0.408303,0.14503,0.116327
12,32,0.311298,0.134551,0.189975,0.207633,0.156543,0.591474,0.408526,0.16365,0.142823
13,24,0.311663,0.134252,0.189482,0.207876,0.156727,0.589857,0.410143,0.131829,0.192992
14,26,0.312082,0.133362,0.189209,0.208301,0.157047,0.588845,0.411155,0.135199,0.163471
15,36,0.311857,0.132947,0.189123,0.208612,0.157461,0.587976,0.412024,0.133967,0.157584
16,32,0.312198,0.132473,0.18826,0.209077,0.157992,0.58725,0.41275,0.137197,0.145645
17,32,0.313335,0.131027,0.187476,0.209699,0.158463,0.586473,0.413527,0.144596,0.157112
18,30,0.314363,0.12964,0.186753,0.210193,0.159052,0.586151,0.413849,0.140156,0.130009
19,24,0.314555,0.128945,0.18633,0.210719,0.15945,0.585248,0.414752,0.137706,0.159356
20,32,0.315932,0.127473,0.185125,0.211459,0.16001,0.584827,0.415173,0.138498,0.132713
21,26,0.317158,0.126029,0.184232,0.211962,0.16062,0.584332,0.415668,0.136014,0.133761
